FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
220222;1800;7;;;
220222;1900;6;;;
220222;2000;9;;;
220222;2100;12;;;
220222;2200;10;;;
220222;2300;6;;;
220223;0000;4;;;
220223;0100;6;;;
220223;0200;7;;;
220223;0300;7;;;
220223;0400;5;;;
220223;0500;8;;;
220223;0600;8;;;
220223;0700;8;;;
220223;0800;6;;;
220223;0900;6;;;
220223;1000;10;;;
220223;1100;8;;;
220223;1200;7;;;
220223;1300;7;;;
220223;1400;5;;;
220223;1500;6;;;
220223;1600;4;;;
220223;1700;6;;;
220223;1800;5;;;
220223;1900;4;;;
220223;2000;7;;;
220223;2100;7;;;
220223;2200;4;;;
220223;2300;7;;;
220224;0000;6;;;
220224;0100;4;;;
220224;0200;6;;;
220224;0300;5;;;
220224;0400;5;;;
220224;0500;14;;;
220224;0600;18;;;
220224;0700;21;;;
220224;0800;19;;;
220224;0900;12;;;
220224;1000;12;;;
220224;1100;14;;;
220224;1200;9;;;
220224;1300;6;;;
220224;1400;8;;;
220224;1500;8;;;
220224;1600;8;;;
220224;1700;6;;;
220224;1800;4;;;
220224;1900;8;;;
220224;2000;6;;;
220224;2100;9;;;
220224;2200;10;;;
220224;2300;8;;;
220225;0000;7;;;
220225;0100;6;;;
220225;0200;14;;;
220225;0300;14;;;
220225;0400;11;;;
220225;0500;12;;;
220225;0600;23;;;
220225;0700;39;;;
220225;0800;27;;;
220225;0900;15;;;
220225;1000;20;;;
220225;1100;13;;;
220225;1200;10;;;
220225;1300;7;;;
220225;1400;9;;;
220225;1500;7;;;
220225;1600;7;;;
220225;1700;12;;;
220225;1800;10;;;
220225;1900;11;;;
220225;2000;15;;;
220225;2100;16;;;
220225;2200;5;;;
220225;2300;8;;;
220226;0000;8;;;
220226;0100;9;;;
220226;0200;13;;;
220226;0300;11;;;
220226;0400;17;;;
220226;0500;8;;;
220226;0600;11;;;
220226;0700;13;;;
220226;0800;16;;;
220226;0900;13;;;
220226;1000;12;;;
220226;1100;18;;;
220226;1200;19;;;
220226;1300;9;;;
220226;1400;14;;;
220226;1500;9;;;
220226;1600;7;;;
220226;1700;5;;;
220226;1800;6;;;
220226;1900;9;;;
220226;2000;8;;;
220226;2100;13;;;
220226;2200;7;;;
220226;2300;4;;;
220227;0000;4;;;
220227;0100;4;;;
220227;0200;4;;;
220227;0300;3;;;
220227;0400;2;;;
220227;0500;6;;;
220227;0600;3;;;
220227;0700;5;;;
220227;0800;7;;;
220227;0900;9;;;
220227;1000;7;;;
220227;1100;7;;;
220227;1200;12;;;
220227;1300;8;;;
220227;1400;6;;;
220227;1500;7;;;
220227;1600;5;;;
220227;1700;6;;;
220227;1800;5;;;
220227;1900;6;;;
220227;2000;9;;;
220227;2100;8;;;
220227;2200;6;;;
220227;2300;6;;;
220228;0000;7;;;
220228;0100;6;;;
220228;0200;5;;;
220228;0300;7;;;
220228;0400;8;;;
220228;0500;7;;;
220228;0600;7;;;
220228;0700;11;;;
220228;0800;12;;;
220228;0900;11;;;
220228;1000;19;;;
220228;1100;12;;;
220228;1200;11;;;
220228;1300;7;;;
220228;1400;7;;;
220228;1500;10;;;
220228;1600;8;;;
220228;1700;6;;;
220228;1800;7;;;
220228;1900;8;;;
220228;2000;9;;;
220228;2100;12;;;
220228;2200;9;;;
220228;2300;8;;;
220301;0000;9;;;
220301;0100;12;;;
220301;0200;14;;;
220301;0300;18;;;
220301;0400;27;;;
220301;0500;25;;;
220301;0600;36;;;
220301;0700;45;;;
220301;0800;27;;;
220301;0900;24;;;
220301;1000;22;;;
220301;1100;19;;;
220301;1200;23;;;
220301;1300;17;;;
220301;1400;13;;;
220301;1500;17;;;
220301;1600;13;;;
220301;1700;15;;;
220301;1800;15;;;
220301;1900;15;;;
220301;2000;13;;;
220301;2100;18;;;
220301;2200;14;;;
220301;2300;15;;;
220302;0000;14;;;
220302;0100;12;;;
220302;0200;10;;;
220302;0300;9;;;
220302;0400;19;;;
220302;0500;22;;;
220302;0600;26;;;
220302;0700;39;;;
220302;0800;25;;;
220302;0900;19;;;
220302;1000;16;;;
220302;1100;20;;;
220302;1200;20;;;
220302;1300;12;;;
220302;1400;10;;;
220302;1500;13;;;
220302;1600;14;;;
220302;1700;15;;;
220302;1800;15;;;
220302;1900;14;;;
220302;2000;20;;;
220302;2100;16;;;
220302;2200;15;;;
220302;2300;12;;;
220303;0000;14;;;
220303;0100;14;;;
220303;0200;11;;;
220303;0300;8;;;
220303;0400;6;;;
220303;0500;12;;;
220303;0600;10;;;
220303;0700;8;;;
220303;0800;9;;;
220303;0900;20;;;
220303;1000;24;;;
220303;1100;13;;;
220303;1200;10;;;
220303;1300;13;;;
220303;1400;12;;;
220303;1500;14;;;
220303;1600;13;;;
220303;1700;9;;;
220303;1800;7;;;
220303;1900;5;;;
220303;2000;8;;;
220303;2100;11;;;
220303;2200;8;;;
220303;2300;9;;;
220304;0000;10;;;
220304;0100;9;;;
220304;0200;7;;;
220304;0300;10;;;
220304;0400;12;;;
220304;0500;9;;;
220304;0600;20;;;
220304;0700;32;;;
220304;0800;19;;;
220304;0900;20;;;
220304;1000;15;;;
220304;1100;14;;;
220304;1200;12;;;
220304;1300;8;;;
220304;1400;10;;;
220304;1500;7;;;
220304;1600;10;;;
220304;1700;11;;;
220304;1800;14;;;
220304;1900;10;;;
220304;2000;12;;;
220304;2100;10;;;
220304;2200;10;;;
220304;2300;7;;;
220305;0000;15;;;
220305;0100;16;;;
220305;0200;8;;;
220305;0300;7;;;
220305;0400;8;;;
220305;0500;9;;;
220305;0600;12;;;
220305;0700;12;;;
220305;0800;9;;;
220305;0900;14;;;
220305;1000;11;;;
220305;1100;9;;;
220305;1200;12;;;
220305;1300;9;;;
220305;1400;7;;;
220305;1500;7;;;
220305;1600;4;;;
220305;1700;7;;;
220305;1800;11;;;
220305;1900;10;;;
220305;2000;12;;;
220305;2100;10;;;
220305;2200;9;;;
220305;2300;11;;;
220306;0000;20;;;
220306;0100;15;;;
220306;0200;10;;;
220306;0300;16;;;
220306;0400;11;;;
220306;0500;6;;;
220306;0600;11;;;
220306;0700;13;;;
220306;0800;8;;;
220306;0900;6;;;
220306;1000;4;;;
220306;1100;4;;;
220306;1200;8;;;
220306;1300;9;;;
220306;1400;5;;;
220306;1500;8;;;
220306;1600;11;;;
220306;1700;9;;;
220306;1800;4;;;
220306;1900;1;;;
220306;2000;2;;;
220306;2100;3;;;
220306;2200;6;;;
220306;2300;6;;;
220307;0000;8;;;
220307;0100;7;;;
220307;0200;7;;;
220307;0300;5;;;
220307;0400;7;;;
220307;0500;10;;;
220307;0600;21;;;
220307;0700;31;;;
220307;0800;20;;;
220307;0900;7;;;
220307;1000;10;;;
220307;1100;11;;;
220307;1200;9;;;
220307;1300;9;;;
220307;1400;7;;;
220307;1500;6;;;
220307;1600;5;;;
220307;1700;4;;;
220307;1800;5;;;
220307;1900;10;;;
220307;2000;12;;;
220307;2100;8;;;
220307;2200;6;;;
220307;2300;5;;;
220308;0000;6;;;
220308;0100;13;;;
220308;0200;8;;;
220308;0300;8;;;
220308;0400;10;;;
220308;0500;10;;;
220308;0600;9;;;
220308;0700;13;;;
220308;0800;15;;;
220308;0900;17;;;
220308;1000;21;;;
220308;1100;9;;;
220308;1200;7;;;
220308;1300;4;;;
220308;1400;11;;;
220308;1500;9;;;
220308;1600;7;;;
220308;1700;6;;;
220308;1800;7;;;
220308;1900;7;;;
220308;2000;6;;;
220308;2100;9;;;
220308;2200;9;;;
220308;2300;10;;;
220309;0000;7;;;
220309;0100;5;;;
220309;0200;4;;;
220309;0300;5;;;
220309;0400;7;;;
220309;0500;10;;;
220309;0600;10;;;
220309;0700;15;;;
220309;0800;20;;;
220309;0900;17;;;
220309;1000;16;;;
220309;1100;12;;;
220309;1200;14;;;
220309;1300;;;;
220309;1400;;;;
220309;1500;;;;
220309;1600;;;;
220309;1700;;;;
220309;1800;;;;
220309;1900;;;;
220309;2000;;;;
220309;2100;;;;
220309;2200;;;;
220309;2300;;;;
220310;0000;;;;
220310;0100;;;;
220310;0200;;;;
220310;0300;;;;
220310;0400;;;;
220310;0500;;;;
220310;0600;;;;
220310;0700;;;;
220310;0800;;;;
220310;0900;;;;
220310;1000;;;;
220310;1100;;;;
220310;1200;;;;
220310;1300;;;;
220310;1400;;;;
220310;1500;;;;
220310;1600;;;;
220310;1700;;;;
220310;1800;;;;
220310;1900;;;;
220310;2000;;;;
220310;2100;;;;
220310;2200;;;;
220310;2300;;;;
220311;0000;;;;
220311;0100;;;;
220311;0200;;;;
220311;0300;;;;
220311;0400;;;;
220311;0500;;;;
220311;0600;;;;
220311;0700;;;;
220311;0800;;;;
220311;0900;;;;
220311;1000;;;;
220311;1100;;;;
220311;1200;;;;
220311;1300;;;;
220311;1400;;;;
220311;1500;;;;
220311;1600;;;;
220311;1700;;;;
220311;1800;;;;
220311;1900;;;;
220311;2000;;;;
220311;2100;;;;
220311;2200;;;;
220311;2300;;;;
220312;0000;;;;
220312;0100;;;;
220312;0200;;;;
220312;0300;;;;
220312;0400;;;;
220312;0500;;;;
220312;0600;;;;
220312;0700;;;;
220312;0800;;;;
220312;0900;;;;
220312;1000;;;;
220312;1100;;;;
220312;1200;;;;
220312;1300;;;;
220312;1400;;;;
220312;1500;;;;
220312;1600;;;;
220312;1700;;;;
220312;1800;;;;
220312;1900;;;;
220312;2000;;;;
220312;2100;;;;
220312;2200;;;;
220312;2300;;;;
220313;0000;;;;
220313;0100;;;;
220313;0200;;;;
220313;0300;;;;
220313;0400;;;;
220313;0500;;;;
220313;0600;;;;
220313;0700;;;;
220313;0800;;;;
220313;0900;;;;
220313;1000;;;;
220313;1100;;;;
220313;1200;;;;
220313;1300;;;;
220313;1400;;;;
220313;1500;;;;
220313;1600;;;;
220313;1700;;;;
220313;1800;;;;
220313;1900;;;;
220313;2000;;;;
220313;2100;;;;
220313;2200;;;;
220313;2300;;;;
220314;0000;;;;
220314;0100;;;;
220314;0200;;;;
220314;0300;;;;
220314;0400;;;;
220314;0500;;;;
220314;0600;;;;
220314;0700;;;;
220314;0800;;;;
220314;0900;;;;
220314;1000;;;;
220314;1100;;;;
220314;1200;;;;
220314;1300;;;;
220314;1400;;;;
220314;1500;;;;
220314;1600;;;;
220314;1700;;;;
220314;1800;;;;
220314;1900;14;;;
220314;2000;17;;;
220314;2100;18;;;
220314;2200;17;;;
220314;2300;18;;;
220315;0000;19;;;
220315;0100;15;;;
220315;0200;15;;;
220315;0300;16;;;
220315;0400;16;;;
220315;0500;20;;;
220315;0600;26;;;
220315;0700;26;;;
220315;0800;28;;;
220315;0900;26;;;
220315;1000;31;;;
220315;1100;26;;;
220315;1200;25;;;
220315;1300;17;;;
220315;1400;14;;;
220315;1500;20;;;
220315;1600;16;;;
220315;1700;18;;;
220315;1800;20;;;
220315;1900;19;;;
220315;2000;17;;;
220315;2100;15;;;
220315;2200;13;;;
220315;2300;14;;;
220316;0000;17;;;
220316;0100;16;;;
220316;0200;20;;;
220316;0300;17;;;
220316;0400;18;;;
220316;0500;15;;;
220316;0600;20;;;
220316;0700;20;;;
220316;0800;24;;;
220316;0900;22;;;
220316;1000;22;;;
220316;1100;31;;;
220316;1200;25;;;
220316;1300;20;;;
220316;1400;18;;;
220316;1500;15;;;
220316;1600;18;;;
220316;1700;17;;;
220316;1800;18;;;
220316;1900;17;;;
220316;2000;23;;;
220316;2100;16;;;
220316;2200;13;;;
220316;2300;15;;;
220317;0000;13;;;
220317;0100;13;;;
220317;0200;14;;;
220317;0300;16;;;
220317;0400;16;;;
220317;0500;19;;;
220317;0600;21;;;
220317;0700;16;;;
220317;0800;18;;;
220317;0900;21;;;
220317;1000;21;;;
220317;1100;29;;;
220317;1200;28;;;
220317;1300;28;;;
220317;1400;27;;;
220317;1500;19;;;
220317;1600;15;;;
220317;1700;21;;;
220317;1800;16;;;
220317;1900;17;;;
220317;2000;15;;;
220317;2100;14;;;
220317;2200;12;;;
220317;2300;13;;;
220318;0000;12;;;
220318;0100;12;;;
220318;0200;13;;;
220318;0300;10;;;
220318;0400;74;;;
220318;0500;57;;;
220318;0600;37;;;
220318;0700;29;;;
220318;0800;24;;;
220318;0900;30;;;
220318;1000;26;;;
220318;1100;25;;;
220318;1200;19;;;
220318;1300;17;;;
220318;1400;11;;;
220318;1500;16;;;
220318;1600;11;;;
220318;1700;10;;;
220318;1800;14;;;
220318;1900;14;;;
220318;2000;24;;;
220318;2100;22;;;
220318;2200;23;;;
220318;2300;18;;;
220319;0000;27;;;
220319;0100;25;;;
220319;0200;28;;;
220319;0300;30;;;
220319;0400;31;;;
220319;0500;31;;;
220319;0600;37;;;
220319;0700;32;;;
220319;0800;36;;;
220319;0900;27;;;
220319;1000;19;;;
220319;1100;12;;;
220319;1200;11;;;
220319;1300;12;;;
220319;1400;13;;;
220319;1500;14;;;
220319;1600;11;;;
220319;1700;16;;;
220319;1800;12;;;
220319;1900;17;;;
220319;2000;26;;;
220319;2100;24;;;
220319;2200;16;;;
220319;2300;23;;;
220320;0000;21;;;
220320;0100;25;;;
220320;0200;19;;;
220320;0300;19;;;
220320;0400;25;;;
220320;0500;26;;;
220320;0600;26;;;
220320;0700;29;;;
220320;0800;26;;;
220320;0900;24;;;
220320;1000;18;;;
220320;1100;14;;;
220320;1200;15;;;
220320;1300;12;;;
220320;1400;16;;;
220320;1500;18;;;
220320;1600;20;;;
220320;1700;15;;;
220320;1800;11;;;
220320;1900;11;;;
220320;2000;10;;;
220320;2100;7;;;
220320;2200;7;;;
220320;2300;6;;;
220321;0000;10;;;
220321;0100;7;;;
220321;0200;5;;;
220321;0300;4;;;
220321;0400;4;;;
220321;0500;4;;;
220321;0600;13;;;
220321;0700;15;;;
220321;0800;22;;;
220321;0900;14;;;
220321;1000;14;;;
220321;1100;14;;;
220321;1200;10;;;
220321;1300;9;;;
220321;1400;9;;;
220321;1500;9;;;
220321;1600;6;;;
220321;1700;6;;;
220321;1800;8;;;
220321;1900;9;;;
220321;2000;9;;;
220321;2100;9;;;
220321;2200;7;;;
220321;2300;6;;;
220322;0000;9;;;
220322;0100;9;;;
220322;0200;9;;;
220322;0300;8;;;
220322;0400;8;;;
220322;0500;12;;;
220322;0600;17;;;
220322;0700;40;;;
220322;0800;19;;;
220322;0900;17;;;
220322;1000;15;;;
220322;1100;13;;;
220322;1200;12;;;
220322;1300;11;;;
220322;1400;11;;;
220322;1500;10;;;
220322;1600;11;;;
220322;1700;14;;;
220322;1800;10;;;
220322;1900;10;;;
220322;2000;9;;;
220322;2100;10;;;
220322;2200;8;;;
220322;2300;9;;;
220323;0000;8;;;
220323;0100;6;;;
220323;0200;9;;;
220323;0300;7;;;
220323;0400;6;;;
220323;0500;7;;;
220323;0600;6;;;
220323;0700;6;;;
220323;0800;7;;;
220323;0900;13;;;
220323;1000;11;;;
220323;1100;8;;;
220323;1200;7;;;
220323;1300;6;;;
220323;1400;6;;;
220323;1500;6;;;
220323;1600;6;;;
220323;1700;6;;;
220323;1800;10;;;
220323;1900;10;;;
220323;2000;9;;;
220323;2100;6;;;
220323;2200;6;;;
220323;2300;6;;;
220324;0000;4;;;
220324;0100;7;;;
220324;0200;6;;;
220324;0300;6;;;
220324;0400;7;;;
220324;0500;14;;;
220324;0600;23;;;
220324;0700;20;;;
220324;0800;17;;;
220324;0900;13;;;
220324;1000;13;;;
220324;1100;14;;;
220324;1200;14;;;
220324;1300;14;;;
220324;1400;8;;;
220324;1500;7;;;
220324;1600;12;;;
220324;1700;10;;;
220324;1800;15;;;
220324;1900;23;;;
220324;2000;18;;;
220324;2100;29;;;
220324;2200;15;;;
220324;2300;16;;;
220325;0000;18;;;
220325;0100;25;;;
220325;0200;36;;;
220325;0300;39;;;
220325;0400;37;;;
220325;0500;38;;;
220325;0600;47;;;
220325;0700;56;;;
220325;0800;47;;;
220325;0900;22;;;
220325;1000;19;;;
220325;1100;14;;;
220325;1200;11;;;
220325;1300;8;;;
220325;1400;8;;;
220325;1500;16;;;
220325;1600;16;;;
220325;1700;17;;;
220325;1800;19;;;
220325;1900;19;;;
220325;2000;20;;;
220325;2100;27;;;
220325;2200;22;;;
220325;2300;17;;;
220326;0000;14;;;
220326;0100;19;;;
220326;0200;19;;;
220326;0300;18;;;
220326;0400;15;;;
220326;0500;19;;;
220326;0600;13;;;
220326;0700;20;;;
220326;0800;20;;;
220326;0900;25;;;
220326;1000;21;;;
220326;1100;20;;;
220326;1200;23;;;
220326;1300;17;;;
220326;1400;22;;;
220326;1500;21;;;
220326;1600;23;;;
220326;1700;22;;;
220326;1800;14;;;
220326;1900;14;;;
220326;2000;16;;;
220326;2100;12;;;
220326;2200;16;;;
220326;2300;15;;;
220327;0000;20;;;
220327;0100;20;;;
220327;0200;19;;;
220327;0300;12;;;
220327;0400;12;;;
220327;0500;11;;;
220327;0600;18;;;
220327;0700;22;;;
220327;0800;22;;;
220327;0900;26;;;
220327;1000;25;;;
220327;1100;28;;;
220327;1200;24;;;
220327;1300;25;;;
220327;1400;21;;;
220327;1500;16;;;
220327;1600;16;;;
220327;1700;13;;;
220327;1800;10;;;
220327;1900;14;;;
220327;2000;10;;;
220327;2100;13;;;
220327;2200;21;;;
220327;2300;19;;;
220328;0000;20;;;
220328;0100;16;;;
220328;0200;17;;;
220328;0300;14;;;
220328;0400;19;;;
220328;0500;23;;;
220328;0600;44;;;
220328;0700;54;;;
220328;0800;36;;;
220328;0900;31;;;
220328;1000;27;;;
220328;1100;20;;;
220328;1200;13;;;
220328;1300;12;;;
220328;1400;13;;;
220328;1500;15;;;
220328;1600;14;;;
220328;1700;12;;;
220328;1800;10;;;
220328;1900;10;;;
220328;2000;10;;;
220328;2100;10;;;
220328;2200;7;;;
220328;2300;8;;;
220329;0000;8;;;
220329;0100;7;;;
220329;0200;10;;;
220329;0300;10;;;
220329;0400;9;;;
220329;0500;11;;;
220329;0600;9;;;
220329;0700;12;;;
220329;0800;11;;;
220329;0900;9;;;
220329;1000;13;;;
220329;1100;20;;;
220329;1200;13;;;
220329;1300;13;;;
220329;1400;12;;;
220329;1500;14;;;
220329;1600;17;;;
220329;1700;14;;;
220329;1800;14;;;
220329;1900;11;;;
220329;2000;13;;;
220329;2100;13;;;
220329;2200;15;;;
220329;2300;14;;;
220330;0000;9;;;
220330;0100;6;;;
220330;0200;8;;;
220330;0300;8;;;
220330;0400;6;;;
220330;0500;18;;;
220330;0600;22;;;
220330;0700;29;;;
220330;0800;18;;;
220330;0900;24;;;
220330;1000;24;;;
220330;1100;24;;;
220330;1200;23;;;
220330;1300;14;;;
220330;1400;9;;;
220330;1500;6;;;
220330;1600;7;;;
220330;1700;7;;;
220330;1800;8;;;
220330;1900;11;;;
220330;2000;15;;;
220330;2100;9;;;
220330;2200;7;;;
220330;2300;7;;;
220331;0000;9;;;
220331;0100;12;;;
220331;0200;11;;;
220331;0300;15;;;
220331;0400;11;;;
220331;0500;35;;;
220331;0600;38;;;
220331;0700;46;;;
220331;0800;41;;;
220331;0900;27;;;
220331;1000;17;;;
220331;1100;10;;;
220331;1200;15;;;
220331;1300;12;;;
220331;1400;9;;;
220331;1500;6;;;
220331;1600;6;;;
220331;1700;5;;;
220331;1800;8;;;
220331;1900;18;;;
220331;2000;20;;;
220331;2100;19;;;
220331;2200;23;;;
220331;2300;27;;;
220401;0000;31;;;
220401;0100;38;;;
220401;0200;34;;;
220401;0300;33;;;
220401;0400;24;;;
220401;0500;47;;;
220401;0600;47;;;
220401;0700;56;;;
220401;0800;43;;;
220401;0900;34;;;
220401;1000;27;;;
220401;1100;17;;;
220401;1200;14;;;
220401;1300;14;;;
220401;1400;14;;;
220401;1500;9;;;
220401;1600;7;;;
220401;1700;9;;;
220401;1800;16;;;
220401;1900;21;;;
220401;2000;22;;;
220401;2100;26;;;
220401;2200;28;;;
220401;2300;29;;;
220402;0000;29;;;
220402;0100;20;;;
220402;0200;24;;;
220402;0300;24;;;
220402;0400;23;;;
220402;0500;30;;;
220402;0600;37;;;
220402;0700;47;;;
220402;0800;52;;;
220402;0900;41;;;
220402;1000;42;;;
220402;1100;28;;;
220402;1200;17;;;
220402;1300;16;;;
220402;1400;7;;;
220402;1500;8;;;
220402;1600;11;;;
220402;1700;15;;;
220402;1800;17;;;
220402;1900;20;;;
220402;2000;13;;;
220402;2100;15;;;
220402;2200;13;;;
220402;2300;9;;;
220403;0000;9;;;
220403;0100;13;;;
220403;0200;14;;;
220403;0300;13;;;
220403;0400;9;;;
220403;0500;15;;;
220403;0600;11;;;
220403;0700;9;;;
220403;0800;16;;;
220403;0900;15;;;
220403;1000;12;;;
220403;1100;12;;;
220403;1200;11;;;
220403;1300;17;;;
220403;1400;16;;;
220403;1500;12;;;
220403;1600;7;;;
220403;1700;9;;;
220403;1800;10;;;
220403;1900;8;;;
220403;2000;12;;;
220403;2100;11;;;
220403;2200;11;;;
220403;2300;7;;;
220404;0000;9;;;
220404;0100;7;;;
220404;0200;5;;;
220404;0300;9;;;
220404;0400;7;;;
220404;0500;17;;;
220404;0600;16;;;
220404;0700;26;;;
220404;0800;26;;;
220404;0900;23;;;
220404;1000;17;;;
220404;1100;17;;;
220404;1200;19;;;
220404;1300;15;;;
220404;1400;16;;;
220404;1500;13;;;
220404;1600;12;;;
220404;1700;9;;;
220404;1800;8;;;
220404;1900;10;;;
220404;2000;14;;;
220404;2100;18;;;
220404;2200;18;;;
220404;2300;20;;;
220405;0000;20;;;
220405;0100;20;;;
220405;0200;20;;;
220405;0300;26;;;
220405;0400;25;;;
220405;0500;23;;;
220405;0600;25;;;
220405;0700;43;;;
220405;0800;50;;;
220405;0900;41;;;
220405;1000;27;;;
220405;1100;21;;;
220405;1200;17;;;
220405;1300;14;;;
220405;1400;11;;;
220405;1500;9;;;
220405;1600;8;;;
220405;1700;14;;;
220405;1800;14;;;
220405;1900;18;;;
220405;2000;17;;;
220405;2100;20;;;
220405;2200;16;;;
220405;2300;19;;;
220406;0000;22;;;
220406;0100;13;;;
220406;0200;10;;;
220406;0300;13;;;
220406;0400;14;;;
220406;0500;13;;;
220406;0600;22;;;
220406;0700;38;;;
220406;0800;40;;;
220406;0900;37;;;
220406;1000;25;;;
220406;1100;19;;;
220406;1200;16;;;
220406;1300;19;;;
220406;1400;17;;;
220406;1500;14;;;
220406;1600;12;;;
220406;1700;13;;;
220406;1800;12;;;
220406;1900;13;;;
220406;2000;12;;;
220406;2100;17;;;
220406;2200;12;;;
220406;2300;19;;;
220407;0000;26;;;
220407;0100;19;;;
220407;0200;17;;;
220407;0300;14;;;
220407;0400;13;;;
220407;0500;23;;;
220407;0600;32;;;
220407;0700;42;;;
220407;0800;42;;;
220407;0900;32;;;
220407;1000;24;;;
220407;1100;18;;;
220407;1200;23;;;
220407;1300;24;;;
220407;1400;16;;;
220407;1500;14;;;
220407;1600;11;;;
220407;1700;14;;;
220407;1800;11;;;
220407;1900;17;;;
220407;2000;16;;;
220407;2100;19;;;
220407;2200;15;;;
220407;2300;21;;;
220408;0000;22;;;
220408;0100;14;;;
220408;0200;21;;;
220408;0300;21;;;
220408;0400;20;;;
220408;0500;19;;;
220408;0600;25;;;
220408;0700;48;;;
220408;0800;42;;;
220408;0900;32;;;
220408;1000;27;;;
220408;1100;29;;;
220408;1200;15;;;
220408;1300;18;;;
220408;1400;13;;;
220408;1500;12;;;
220408;1600;10;;;
220408;1700;16;;;
220408;1800;10;;;
220408;1900;10;;;
220408;2000;14;;;
220408;2100;14;;;
220408;2200;16;;;
220408;2300;12;;;
220409;0000;16;;;
220409;0100;14;;;
220409;0200;18;;;
220409;0300;14;;;
220409;0400;17;;;
220409;0500;15;;;
220409;0600;12;;;
220409;0700;17;;;
220409;0800;12;;;
220409;0900;17;;;
220409;1000;18;;;
220409;1100;13;;;
220409;1200;12;;;
220409;1300;14;;;
220409;1400;11;;;
220409;1500;7;;;
220409;1600;10;;;
220409;1700;7;;;
220409;1800;8;;;
220409;1900;24;;;
220409;2000;16;;;
220409;2100;16;;;
220409;2200;20;;;
220409;2300;12;;;
220410;0000;12;;;
220410;0100;9;;;
220410;0200;7;;;
220410;0300;7;;;
220410;0400;5;;;
220410;0500;5;;;
220410;0600;6;;;
220410;0700;6;;;
220410;0800;6;;;
220410;0900;5;;;
220410;1000;5;;;
220410;1100;5;;;
220410;1200;5;;;
220410;1300;9;;;
220410;1400;8;;;
220410;1500;8;;;
220410;1600;5;;;
220410;1700;6;;;
220410;1800;7;;;
220410;1900;4;;;
220410;2000;4;;;
220410;2100;6;;;
220410;2200;6;;;
220410;2300;6;;;
220411;0000;6;;;
220411;0100;6;;;
220411;0200;4;;;
220411;0300;3;;;
220411;0400;5;;;
220411;0500;9;;;
220411;0600;11;;;
220411;0700;10;;;
220411;0800;17;;;
220411;0900;16;;;
220411;1000;12;;;
220411;1100;11;;;
220411;1200;12;;;
220411;1300;11;;;
220411;1400;8;;;
220411;1500;6;;;
220411;1600;8;;;
220411;1700;7;;;
220411;1800;11;;;
220411;1900;7;;;
220411;2000;7;;;
220411;2100;9;;;
220411;2200;10;;;
220411;2300;7;;;
220412;0000;5;;;
220412;0100;9;;;
220412;0200;7;;;
220412;0300;11;;;
220412;0400;12;;;
220412;0500;15;;;
220412;0600;12;;;
220412;0700;11;;;
220412;0800;12;;;
220412;0900;12;;;
220412;1000;11;;;
220412;1100;11;;;
220412;1200;12;;;
220412;1300;14;;;
220412;1400;10;;;
220412;1500;12;;;
220412;1600;10;;;
220412;1700;11;;;
220412;1800;6;;;
220412;1900;6;;;
220412;2000;9;;;
220412;2100;13;;;
220412;2200;11;;;
220412;2300;20;;;
220413;0000;23;;;
220413;0100;19;;;
220413;0200;12;;;
220413;0300;20;;;
220413;0400;23;;;
220413;0500;23;;;
220413;0600;29;;;
220413;0700;37;;;
220413;0800;36;;;
220413;0900;27;;;
220413;1000;16;;;
220413;1100;19;;;
220413;1200;12;;;
220413;1300;10;;;
220413;1400;14;;;
220413;1500;10;;;
220413;1600;12;;;
220413;1700;15;;;
220413;1800;14;;;
220413;1900;21;;;
220413;2000;24;;;
220413;2100;27;;;
220413;2200;22;;;
220413;2300;31;;;
220414;0000;37;;;
220414;0100;42;;;
220414;0200;45;;;
220414;0300;49;;;
220414;0400;46;;;
220414;0500;40;;;
220414;0600;44;;;
220414;0700;56;;;
220414;0800;55;;;
220414;0900;27;;;
220414;1000;15;;;
220414;1100;12;;;
220414;1200;17;;;
220414;1300;12;;;
220414;1400;15;;;
220414;1500;14;;;
220414;1600;15;;;
220414;1700;16;;;
220414;1800;16;;;
220414;1900;15;;;
220414;2000;14;;;
220414;2100;20;;;
220414;2200;12;;;
220414;2300;15;;;
220415;0000;13;;;
220415;0100;14;;;
220415;0200;12;;;
220415;0300;15;;;
220415;0400;13;;;
220415;0500;10;;;
220415;0600;10;;;
220415;0700;8;;;
220415;0800;10;;;
220415;0900;10;;;
220415;1000;14;;;
220415;1100;14;;;
220415;1200;18;;;
220415;1300;19;;;
220415;1400;21;;;
220415;1500;18;;;
220415;1600;12;;;
220415;1700;16;;;
220415;1800;13;;;
220415;1900;15;;;
220415;2000;16;;;
220415;2100;24;;;
220415;2200;21;;;
220415;2300;21;;;
220416;0000;25;;;
220416;0100;27;;;
220416;0200;27;;;
220416;0300;28;;;
220416;0400;30;;;
220416;0500;30;;;
220416;0600;37;;;
220416;0700;47;;;
220416;0800;31;;;
220416;0900;33;;;
220416;1000;40;;;
220416;1100;37;;;
220416;1200;34;;;
220416;1300;26;;;
220416;1400;24;;;
220416;1500;18;;;
220416;1600;19;;;
220416;1700;19;;;
220416;1800;26;;;
220416;1900;24;;;
220416;2000;34;;;
220416;2100;42;;;
220416;2200;33;;;
220416;2300;31;;;
220417;0000;36;;;
220417;0100;33;;;
